Fecha,%Cal,%Yes,M325,Blaine,SO3,SiO2,Al2O3,Fe2O3,MgO,CaO,K2O,Na2O,CO2,LOI,Alita,Arcanite,Aphthitalite,Belita,Calcite,Cal libre,C3S_M1,C3S_M3,C3A_Cubic,C3A_Ortho,C3A_total,Ferrita,Gypsum,Hemidrato,Periclasa,Quartz,Thaumasite,Fluid,FV_Fin,FV_In,1d,3d,7d,28d,M100,M200,Humedad_Residual,Insoluble
2023-8-9 12:00 AM,4.3,4.85,4.38,3160,2.9,18.92,5.79,3.37,2.88,61.95,0.77,0.28,1.52,2.33,56.7,2,1.3,8.7,2.5,0.4,17.8,38.9,7.9,0.7,8.6,8,2.3,2.5,1.7,0.3,1.7,116,241,132,164,303,383,472,0.86,2.15,0.59,1.18
2023-8-10 12:00 AM,4.3,4.68,4.11,3120,2.79,19.13,5.78,3.36,2.83,62.24,0.79,0.28,1.54,2.38,56.4,1.9,1.1,11,2.1,0.33,19,37.4,7.6,0.5,8.1,8.3,2.3,2.1,1.7,0.3,1.2,116,237,128,158,299,378,458,0.74,2.03,0.63,1.29
2023-8-11 12:00 AM,4.3,4.71,4.68,3210,2.81,19.01,5.81,3.34,2.81,62.12,0.82,0.28,1.55,2.56,54.8,2,1.2,10.7,2.3,0.43,19.3,35.6,7.9,0.6,8.5,7.6,2.6,2,1.8,0.3,2.2,117,250,123,158,308,384,446,0.98,2.39,0.69,1.12
2023-8-12 12:00 AM,4.3,4.61,4.72,3210,2.83,19,5.77,3.31,2.76,62.53,0.81,0.27,1.62,2.42,57.1,2,1.3,10.9,2.3,0.54,18.3,38.8,8.1,0.5,8.6,8,2.4,1.9,1.6,0.4,0,118,240,127,164,291,365,443,0.93,2.34,0.62,1.11
2023-8-13 12:00 AM,4.3,4.76,4.37,3100,2.79,18.93,5.73,3.31,2.74,62.12,0.81,0.28,1.62,2.54,56.9,2.2,1.2,10.2,2.5,0.39,15,41.8,8,0.2,8.2,8.7,2.9,1.6,1.4,0.2,0,116,239,133,158,287,357,433,0.41,0.98,0.68,1.25
2023-8-14 12:00 AM,4.3,4.62,5.46,3145,2.8,18.93,5.71,3.35,2.71,62.13,0.8,0.28,1.67,2.66,56.4,2,1.2,11.3,2.7,0.34,18.6,37.8,7.4,0.6,8,8.4,2.6,1.6,1.6,0.2,0,117,247,144,160,300,379,461,0.58,1.22,0.69,1.31
2023-8-15 12:00 AM,4.3,4.9,3.9,3090,2.78,18.91,5.66,3.35,2.7,61.97,0.76,0.27,1.78,2.68,56,1.8,1.1,10.7,2.6,0.3,18.9,37.1,7.2,0.8,8,8.6,2.8,1.7,1.7,0.2,1.1,112,241,138,161,303,384,467,0.4,0.98,0.72,1.29
2023-8-16 12:00 AM,4.3,4.83,4.37,3210,2.76,18.83,5.61,3.29,2.78,62.16,0.76,0.26,1.74,2.79,57.1,2.3,1.2,9.9,2.6,0.35,18.6,38.4,7.7,0.7,8.4,8.3,3.4,0.8,1.6,0.2,0.7,113,244,112,159,297,379,451,0.53,1.02,0.82,0.92
2023-8-17 12:00 AM,4.3,4.76,4.22,3120,2.78,19.29,5.6,3.32,2.69,62.39,0.74,0.27,1.76,2.76,56.8,1.8,1.3,11.9,2.6,0.31,19.9,36.9,5.8,0.6,6.4,9.4,3.4,0.8,1.5,0.2,0.1,108,242,133,164,293,372,440,0.39,1.23,0.81,1.02
2023-8-18 12:00 AM,4.3,4.78,4.28,3130,2.75,19.25,5.5,3.32,2.6,62.83,0.72,0.26,1.74,2.72,56.8,2.3,1.2,11.7,2.8,0.31,17.9,38.8,5.8,0,5.8,10.4,3.3,1,1.4,0.1,0,110,243,134,150,273,356,421,0.42,1.05,0.75,1.05
2023-8-19 12:00 AM,4.3,5,3.92,3140,2.82,19.1,5.5,3.33,2.58,62.2,0.71,0.25,1.75,2.78,57.5,2.4,1.2,9.5,2.8,0.38,13.8,43.7,6,0.5,6.5,10.5,3.6,1.2,1.2,0.1,0.1,116,246,133,166,293,384,458,0.41,0.95,0.8,0.84
2023-8-20 12:00 AM,4.3,4.88,3.42,3270,2.86,19.07,5.5,3.23,2.63,62.6,0.73,0.25,1.75,2.99,55.6,2.1,1.2,11,3,0.59,18.5,37.1,6.7,0.5,7.2,8.8,3.5,1.4,1.5,0.2,0.1,113,237,115,168,296,377,460,0.14,0.74,0.83,0.83
2023-8-21 12:00 AM,4.3,4.98,3.67,3180,2.87,19.05,5.54,3.27,2.65,62.37,0.74,0.25,1.98,2.74,57,1.9,1.2,11.2,2.7,0.31,18.5,38.5,6.6,0.4,7,9.1,3.3,0.9,1.5,0.3,0,113,260,121,157,296,387,453,0.18,0.87,0.81,1.01
2023-8-22 12:00 AM,1.98,4.82,3.37,3200,2.82,19.38,5.57,3.31,2.68,62.61,0.73,0.25,1.75,1.75,57.7,1.9,1.1,12.1,1.1,0.35,16.7,41,6.3,0.3,6.7,9.5,3.2,1.3,1.5,0.1,0.1,113,238,124,170,291,397,457,0.14,0.77,0.78,0.51
2023-8-23 12:00 AM,3.9,4.87,3.89,3200,2.83,19.14,5.54,3.32,2.66,62.67,0.74,0.26,0.79,2.7,57.4,2.1,1.2,10.9,2.4,0.27,18.8,38.6,6.4,0.6,7,9.2,3.8,1,1.5,0.1,0.1,112,240,119,151,291,362,420,0.15,0.71,0.81,0.95
2023-8-24 12:00 AM,4.3,4.72,3.92,3130,2.71,19.1,5.58,3.33,2.71,62.29,0.75,0.27,1.68,2.7,57,2,1.2,11.3,3,0.33,17.7,39.3,6.6,0.5,7.1,9.2,3.2,0.9,1.6,0.2,0.1,111,255,135,166,301,386,428,0.15,0.81,0.76,0.97
2023-8-25 12:00 AM,4.3,4.91,4.13,3130,2.79,19.18,5.5,3.44,2.7,62.61,0.76,0.26,1.74,2.61,56.5,1.9,1.1,11.4,2.5,0.23,19.4,37.1,5.8,0.4,6.3,9.4,2.6,1.9,1.6,0.3,1.1,117,238,134,157,285,377,455,0.16,0.77,0.69,1.02
2023-8-26 12:00 AM,4.3,4.78,4.02,3140,2.83,19.09,5.49,3.48,2.7,62.34,0.75,0.25,1.74,2.8,57.5,1.9,1.3,10.4,2.9,0.14,19.1,38.4,5.9,0.6,6.5,9.8,3.2,1.7,1.5,0.3,0.1,115,254,140,164,290,388,442,0.16,0.82,0.74,1.08
2023-8-27 12:00 AM,4.3,4.88,3.71,3150,2.79,19.06,5.49,3.55,2.67,62.22,0.73,0.26,1.74,2.56,56.1,1.9,1.2,11.6,2.5,0.22,17,39.1,5.2,0.2,5.4,10,2.4,1.9,1.6,0.2,1.7,119,250,143,151,280,357,436,0.59,1.41,0.62,1.07
2023-8-28 12:00 AM,4.3,4.82,4.27,3120,2.77,18.96,5.6,3.45,2.75,61.97,0.75,0.27,1.75,2.66,56.8,2.2,1.3,9.9,2.8,0.17,19.9,36.9,6.8,0.5,7.3,9.3,3.1,1.7,1.7,0.2,0.6,114,247,138,158,298,394,467,0.88,1.92,0.7,1.31
2023-8-29 12:00 AM,4.3,4.88,3.93,3170,2.76,19.15,5.57,3.42,2.78,62.23,0.76,0.27,1.74,2.49,56.7,2,1.3,10,2.6,0.28,17.6,39.1,6.2,0.4,6.6,9.2,2.4,2.1,1.5,0.3,1.4,113,252,147,155,286,376,450,0.94,1.87,0.63,1.1
2023-8-30 12:00 AM,4.3,4.92,3.78,3140,2.82,19.28,5.61,3.44,2.79,62.39,0.76,0.28,1.74,2.5,56.5,1.8,1.3,11.1,3.1,0.16,17.5,39.1,6.2,0.5,6.7,9.6,1.9,2.8,1.6,0.3,0.1,112,249,149,166,317,402,470,0.83,1.67,0.61,1.09
2023-8-31 12:00 AM,4.3,4.9,4.15,3160,2.74,19.13,5.59,3.42,2.7,62.29,0.74,0.3,1.69,2.57,55.8,2.1,1.3,10.9,3.1,0.22,14,41.8,6.3,0.5,6.9,9.8,2.7,2.2,1.5,0.2,0.2,113,243,152,152,299,379,441,0.89,1.95,0.65,1.12
2023-9-1 12:00 AM,4.34,4.73,4.16,3180,2.71,19,5.56,3.41,2.67,61.91,0.74,0.28,1.7,2.56,56.3,1.8,1.3,12.2,2.8,0.13,11.6,44.6,6.2,0.4,6.7,10.3,2.1,2,1.4,0.3,0,114,241,136,168,311,401,472,0.84,1.83,0.63,1.08
2023-9-2 12:00 AM,4.3,4.89,4.28,3130,2.84,18.89,5.58,3.43,2.7,61.93,0.77,0.28,1.77,2.65,56.7,2.1,1.4,10.1,3,0.14,21.1,35.7,6.5,0.6,7.1,9.8,2.7,2.1,1.3,0.2,0,116,248,144,168,299,377,451,0.92,2.07,0.77,1.17
2023-9-3 12:00 AM,4.3,4.82,4.39,3150,2.84,18.61,5.65,3.38,2.83,62.13,0.77,0.28,1.77,2.78,55.7,2.3,1.4,12.4,2.4,0.24,12.8,42.9,7.4,0.2,7.6,9.4,3,1.2,1.7,0.2,0.1,113,247,131,171,304,385,450,0.16,0.79,0.85,1.08
2023-9-4 12:00 AM,4.3,4.8,5.43,3060,2.97,18.6,5.74,3.26,2.87,62.15,0.78,0.29,3,2.73,54.3,2,1.5,12.9,2.7,0.36,18.7,35.6,8.6,0.2,8.8,7.9,3.3,1.3,2,0.1,0,112,249,129,168,296,381,456,0.1,0.6,0.79,0.9
2023-9-5 12:00 AM,4.3,4.78,4.62,3140,2.9,18.75,5.86,3.26,2.9,62.01,0.8,0.31,1.77,2.65,55.8,1.9,1.5,10,3,0.29,19.9,35.9,8.4,0.4,8.8,7.7,2.8,1.5,1.7,0.2,1,115,246,124,170,309,382,456,0.33,0.89,0.68,1.02
2023-9-6 12:00 AM,4.3,4.79,5.34,3210,2.85,18.7,5.93,3.19,2.93,62.49,0.8,0.32,1.8,2.69,54.5,1.7,1.3,12.3,2.9,0.33,19.4,35.1,8.9,0.4,9.3,7.5,2.3,2.1,1.9,0.2,0.1,117,239,131,170,305,370,452,0.14,0.92,0.59,1.05
2023-9-7 12:00 AM,4.3,4.88,5.06,3150,2.88,18.89,5.98,3.16,2.93,61.87,0.81,0.33,1.84,2.59,54.4,1.7,1.5,12,2.5,0.2,16.7,37.7,8.8,0.2,9,7.5,2.6,1.9,1.6,0.3,0.8,113,245,130,170,303,371,438,0.18,0.99,0.65,1.02
2023-9-8 12:00 AM,4.3,4.73,5,3140,2.97,18.99,5.88,3.18,2.97,62.02,0.81,0.33,1.72,2.46,54.9,1.7,1.5,12.6,2.3,0.27,19.5,35.3,8.6,0.2,8.8,7.2,2,1.8,1.9,0.3,1,114,250,138,170,302,373,444,0.33,1.04,0.56,1.11
2023-9-9 12:00 AM,4.3,4.64,5.13,3100,2.95,18.84,5.87,3.29,2.96,61.96,0.81,0.32,1.67,2.73,54.6,1.7,1.4,12.4,2.5,0.29,16.9,37.7,8.6,0.3,8.9,8,2.2,2.3,1.8,0.3,0,119,248,125,170,312,386,449,0.15,1.01,0.6,0.9
2023-9-10 12:00 AM,4.3,4.49,4.97,3140,2.87,18.78,5.87,3.29,2.87,62.22,0.81,0.32,1.67,2.59,55.7,2,1.3,11.3,2.6,0.52,20.2,35.4,8.3,0.5,8.7,8.1,2.1,2.1,1.7,0.3,0,118,251,115,166,302,365,440,0.21,1.01,0.61,0.9
2023-9-11 12:00 AM,4.3,4.46,4.91,3160,2.8,18.64,5.99,3.21,2.85,62.43,0.82,0.33,1.94,2.54,55.8,1.6,1.5,9.5,3,0.41,16.6,39.2,9.1,0.3,9.4,7.8,2.5,2.1,1.7,0.2,0.1,117,245,121,167,300,358,427,0.3,0.94,0.63,0.82
2023-9-12 12:00 AM,4.3,4.39,5.42,3120,2.79,18.68,6.08,3.26,2.94,62.47,0.85,0.34,1.72,2.33,56.4,1.8,1.5,9.5,2.7,0.39,18.9,37.5,9.4,0.4,9.8,7.6,1.8,2.4,1.7,0.2,0,117,249,118,154,295,366,443,0.17,1.02,0.46,0.87
2023-9-13 12:00 AM,4.3,4.32,5.08,3100,2.8,18.63,5.96,3.34,2.9,62.22,0.84,0.34,1.7,2.45,54.7,1.8,1.6,11.4,2.3,0.34,19.9,34.8,8.1,0,8.2,8.1,2,1.9,1.7,0.2,1.9,117,243,138,162,300,390,455,0.23,1.12,0.53,0.85
2023-9-14 12:00 AM,4.3,4.3,4.85,3180,2.93,18.76,5.74,3.39,2.87,61.91,0.8,0.33,1.72,2.3,54.3,1.9,1.5,13.1,2.4,0.3,17.5,36.9,6.7,0.1,6.7,9,1.6,2.5,1.8,0.1,1.5,117,231,121,168,310,374,461,0.15,0.82,0.49,0.9
2023-9-15 12:00 AM,4.3,4.39,4.37,3130,2.8,19.02,5.76,3.52,2.88,62.47,0.78,0.32,1.65,2.3,57.7,1.8,1.5,9.6,2.4,0.33,18.8,38.9,7.2,0.3,7.4,9.3,1.6,2.5,1.6,0.2,0.1,119,236,124,176,292,376,447,0.21,0.98,0.47,0.99
2023-9-16 12:00 AM,4.3,4.43,3.62,3050,2.86,18.8,5.7,3.56,2.86,61.84,0.75,0.31,1.65,2.28,55,2,1.3,11.4,2.5,0.31,20.2,34.7,6.9,0.1,7,8.9,2,2.2,1.6,0.1,1.5,121,246,134,157,286,380,453,0.13,0.68,0.52,0.89
2023-9-17 12:00 AM,4.3,4.31,3.4,3050,2.87,18.94,5.79,3.38,2.93,62.46,0.79,0.32,1.65,2.41,54.6,1.8,1.6,11.6,2.7,0.26,15.4,39.2,7.4,0.1,7.5,8.5,2.5,2,1.7,0.2,1.2,116,238,132,169,297,380,464,0.17,0.54,0.6,0.85
2023-9-18 12:00 AM,4.3,4.43,3.8,3150,2.91,19.1,5.57,3.46,2.78,62.64,0.76,0.32,1.62,2.44,57.1,1.6,1.5,11.7,2.5,0.21,18.9,38.2,5.8,0.2,6,9.7,2,2.2,1.6,0.1,0,116,239,139,176,320,403,471,0.18,0.87,0.55,0.92
2023-9-19 12:00 AM,4.3,4.38,3.28,3150,2.83,19.06,5.44,3.69,2.7,62.22,0.74,0.31,1.73,2.38,57.4,2.3,1.4,12,2.3,0.17,20.2,37.2,4.8,0,4.8,11,2.3,1.9,1.4,0.1,0.1,119,251,143,165,296,376,445,0.12,0.68,0.57,0.87
2023-9-20 12:00 AM,4.3,4.24,3.81,3170,2.85,19.24,5.34,3.83,2.65,62.31,0.74,0.33,1.64,2.43,57.1,1.7,1.2,12.9,2.4,0.22,22.5,34.7,4.4,0,4.4,10.9,1.7,2.1,1.3,0.2,0,119,253,112,177,299,381,441,0.17,0.42,0.5,0.95
2023-9-21 12:00 AM,4.3,4.13,2.97,3250,2.79,19.34,5.29,3.92,2.62,62.55,0.72,0.32,1.73,2.51,58.1,2.1,1.2,11,2.6,0.45,22.8,35.2,4.1,0,4.2,11.6,1.7,2.2,1.3,0.2,0.1,115,252,124,168,293,353,422,0.22,0.86,0.5,0.85
2023-9-22 12:00 AM,4.3,4.18,3.8,3220,2.8,19.08,5.4,3.73,2.69,62.58,0.73,0.32,1.82,2.48,57.7,1.8,1.4,10.4,2.7,0.41,20.9,36.8,4.9,0,4.9,11,1.9,1.9,1.3,0.2,0,112,235,127,171,296,367,443,0.26,0.75,0.5,0.85
2023-9-23 12:00 AM,4.3,4.16,3.74,3210,2.82,19.26,5.5,3.69,2.76,62.34,0.76,0.33,1.8,2.5,54.3,1.9,1.2,13.3,2.3,0.2,17.5,33.2,4.1,0.2,4.3,9.4,2,1.6,1.3,0.2,2.3,117,256,138,175,313,391,467,0.11,0.32,0.54,0.95
2023-9-24 12:00 AM,4.3,4.31,4.2,3170,2.82,19.06,5.48,3.51,2.78,62.03,0.79,0.32,1.8,2.48,56.2,2,1.5,11.6,2.8,0.21,13.3,42.9,5.4,0.2,5.5,9.9,1.9,2,1.7,0.2,0.1,117,249,146,179,314,392,458,0.26,0.86,0.51,0.94
2023-9-25 12:00 AM,4.3,4.31,4.48,3130,2.63,19.21,5.65,3.57,2.79,62.19,0.74,0.31,1.79,2.53,55.6,1.9,1.5,11.8,2.4,0.15,13.6,42,5.6,0.2,5.8,10.3,2.5,1.3,1.5,0.2,1.7,113,243,137,156,296,385,467,0.21,0.9,0.6,0.91
2023-9-26 12:00 AM,4.3,4.28,4.49,3100,2.72,19.28,5.57,3.55,2.81,62.1,0.75,0.31,1.74,2.49,,,,,,,,,,,,,,,,,,117,251,143,163,291,376,466,0.2,0.95,0.59,0.94
2023-9-27 12:00 AM,4.3,4.37,4.1,3146.36,2.77,19.02,5.7,3.31,2.91,62.22,0.77,0.31,1.73,2.53,,,,,,,,,,,,,,,,,,117,243,133,177,314,391,482,0.19,0.88,0.58,0.86
2023-9-28 12:00 AM,4.3,4.36,4.77,3140,2.74,19.17,5.69,3.27,2.92,62.22,0.77,0.31,1.74,2.38,,,,,,,,,,,,,,,,,,117,246,133,172,312,394,481,0.18,0.94,0.51,1
2023-9-29 12:00 AM,4.3,4.43,4.89,3230,2.79,18.97,5.66,3.28,2.91,62.02,0.76,0.3,1.71,2.35,,,,,,,,,,,,,,,,,,121,244,132,168,291,387,460,0.15,0.84,0.43,0.89
2023-9-30 12:00 AM,4.3,4.48,4.51,3130,2.85,18.81,5.7,3.25,2.96,62.42,0.78,0.31,1.71,2.45,,,,,,,,,,,,,,,,,,116,245,124,158,291,371,448,0.16,0.85,0.49,0.81
2023-10-1 12:00 AM,4.3,4.42,4.81,3150,2.87,18.94,5.58,3.66,2.97,62.38,0.76,0.31,1.78,2.35,,,,,,,,,,,,,,,,,,116,235,130,154,291,378,441,0.18,0.96,0.46,0.91
2023-10-2 12:00 AM,4.3,4.53,4.42,3090,2.91,18.95,5.54,3.71,2.94,62.35,0.76,0.31,1.75,2.54,,,,,,,,,,,,,,,,,,119,250,138,165,293,382,467,0.84,2.03,0.67,0.9
2023-10-3 12:00 AM,4.3,4.36,4.19,3140,2.95,19,5.48,3.59,2.93,62.46,0.76,0.31,1.7,2.5,,,,,,,,,,,,,,,,,,111,253,135,162,313,378,446,0.98,2.14,0.62,0.86
2023-10-4 12:00 AM,4.3,4.32,4.77,3110,2.83,19.33,5.43,3.58,2.85,62.81,0.74,0.29,1.71,2.45,62.5,0.8,1.2,9.2,2.5,0.29,22.9,39.7,5,0,5,11.2,2.5,1.2,1.7,0.2,0.1,118,255,139,164,292,384,473,0.96,2.31,0.6,0.98
2023-10-5 12:00 AM,4.3,4.27,4.73,3120,2.8,19.3,5.54,3.44,2.82,62.37,0.74,0.28,1.6,2.75,61.2,0.8,1.3,8.4,3.1,0.42,20.5,40.7,5.5,0.1,5.7,10.4,2.6,1,1.8,0.3,1.2,118,242,133,173,310,401,487,1.13,2.38,0.65,1.15
2023-10-6 12:00 AM,4.3,4.32,4.52,3120,2.69,19.19,5.51,3.41,2.88,62.76,0.75,0.29,1.89,2.38,63.6,0.9,1.3,8.2,2.3,0.51,20.9,42.7,5.4,0,5.4,10.8,2.2,1.1,1.9,0.2,0.2,112,252,130,157,283,383,464,0.98,2.36,0.57,0.99
2023-10-7 12:00 AM,4.3,4.45,4.32,3190,2.81,19.01,5.52,3.44,2.92,62.6,0.76,0.29,1.66,2.29,61.6,1,1.3,8,2.8,0.51,20.4,41.3,5.9,0,5.9,10.1,1.2,2.3,1.8,0.1,1.2,118,259,142,159,283,366,477,0.95,2.07,0.41,0.96
2023-10-8 12:00 AM,4.3,4.64,4.18,3120,2.79,19.33,5.5,3.36,2.82,62.08,0.76,0.27,1.66,2.62,61.4,1.1,1.4,9.3,2.8,0.29,20.3,41.1,5.8,0.2,5.9,10.2,2.6,0.7,1.6,0.2,1.3,117,250,139,159,282,366,460,0.56,1.14,0.67,1
2023-10-9 12:00 AM,4.3,4.59,4.82,3130,2.88,19.14,5.5,3.38,2.8,62.14,0.75,0.27,1.76,2.68,60.5,1.1,1.3,9,2.9,0.45,22.3,38.3,5.9,0,5.9,10.5,2.8,0.8,1.9,0.2,0.9,120,248,137,175,309,391,466,0.52,1.02,0.7,1
2023-10-10 12:00 AM,4.3,4.42,3.7,3140,2.87,19.04,5.54,3.46,2.84,62.03,0.77,0.29,1.8,2.61,61.5,1.1,1.3,7.9,2.9,0.49,21.6,39.9,6.3,0,6.3,10.4,2.9,0.9,1.6,0.1,1,115,257,127,152,270,345,445,0.41,0.96,0.69,0.92
2023-10-11 12:00 AM,4.27,4.5,4.96,3140,2.87,19.14,5.51,3.42,2.77,61.81,0.77,0.28,1.74,2.53,61,1.2,1.6,8.3,2.9,0.32,31.1,29.9,5.1,0,5.1,11,2.5,1.6,1.7,0.2,0.4,115,256,130,151,281,360,442,0.42,0.95,0.64,0.96
2023-10-12 12:00 AM,4.3,4.41,4.04,3070,2.77,19.36,5.53,3.35,2.75,61.94,0.75,0.26,1.69,2.68,60.6,1.3,1.3,10.1,2.2,0.22,19.5,41.1,5.5,0,5.5,10.3,2.8,1,1.7,0.1,0.2,118,247,135,163,296,378,476,0.4,1.15,0.73,0.99
2023-10-13 12:00 AM,4.3,4.24,3.65,3180,2.75,19.38,5.52,3.44,2.76,62.05,0.73,0.25,1.71,2.71,59.2,0.9,1.3,10.8,3,0.31,21.7,37.6,5.5,0,5.5,10.8,2.6,0.9,1.8,0.5,0.7,117,257,133,154,282,379,467,0.38,0.91,0.72,1.05
2023-10-14 12:00 AM,4.3,4.36,4.2,3120,2.8,19.32,5.33,3.54,2.72,62.52,0.7,0.23,1.79,2.57,61.1,1.1,1.1,9,3,0.56,23.8,37.3,4.8,0,4.8,10.7,2.6,1.2,1.5,0.2,1.2,119,248,124,152,279,360,458,0.31,1.25,0.63,0.8
2023-10-15 12:00 AM,4.3,4.37,4.28,3100,2.8,19.4,5.4,3.47,2.75,62.11,0.72,0.24,1.79,2.58,58.5,1.3,1.2,11.6,2.9,0.24,20.5,38,4.9,0,4.9,10.7,2.3,1.5,1.7,0.1,1.2,120,259,144,148,253,347,454,0.19,0.94,0.6,0.88
2023-10-16 12:00 AM,4.3,4.29,3.34,3100,2.77,19.23,5.62,3.4,2.73,61.64,0.77,0.27,1.78,2.57,58.4,1.2,1.4,10.9,2.8,0.15,20.8,37.6,6.1,0,6.2,10.4,2.3,1.3,1.7,0.2,1.2,115,249,146,153,275,369,445,0.18,0.72,0.61,0.98
2023-10-17 12:00 AM,4.3,4.45,4.29,3140,2.78,19.25,5.58,3.41,2.77,62.01,0.77,0.27,1.77,2.61,59.7,1.2,1.5,11.2,2.8,0.28,21.7,37.9,6.1,0,6.1,10.2,2.6,0.7,1.7,0.1,0.5,115,258,136,150,273,359,444,0.19,0.95,0.65,0.97
2023-10-18 12:00 AM,4.3,4.43,4.41,3120,2.71,19.12,5.58,3.35,2.92,62.1,0.74,0.26,1.74,2.66,60.8,1.3,1.3,9,2.6,0.39,20.4,40.4,6.5,0.3,6.8,10.1,2.6,0.6,1.7,0.2,1.2,115,248,126,158,280,358,449,0.18,0.92,0.69,0.9
2023-10-19 12:00 AM,4.3,4.4,4.51,3120,2.72,19.16,5.59,3.32,2.7,62.05,0.77,0.27,1.77,2.62,59.5,1.1,1.3,9.4,2.7,0.38,19.5,40,7.4,0.2,7.6,9.4,2.9,0.8,2,0.2,1.4,114,248,116,159,291,371,458,0.21,0.95,0.66,0.85
